#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.103|CODESYSTEMNAME=ICD9DIAG|CODESYSTEMDISPLAYNAME=ICD9DIAG|VERSION=2013|DESCRIPTION=ICD9DIAG|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato|AUTHORITYCONTACTINFORMATION=Insiel Mercato|VALIDFROM=23/01/2013 10:03
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|TRANSLATION[it]|CODE EQUIVALENT [T]|CODE EQUIVALENT [S]|VALID FROM|VALID TO
675.81|675.81|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
675.82|675.82|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
675.83|675.83|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
675.84|675.84|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|ALTRE INFEZIONI SPECIFICATAMENTE DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.675.9|675.9|INFEZ MAMMEL SAI IN GRAV|INFEZ MAMMEL SAI IN GRAV|C|0|INFEZ MAMMEL SAI IN GRAV|||12/12/2013 12:15|
675.90|675.90|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
675.91|675.91|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
675.92|675.92|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
675.93|675.93|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
675.94|675.94|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|INFEZIONE NON SPECIFICATA DEL SENO E DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.676|676|ALTR DIS MAMM/LATTAZ GRA|ALTR DIS MAMM/LATTAZ GRA|C|0|ALTR DIS MAMM/LATTAZ GRA|||12/12/2013 12:15|
DEPRECATED.676.0|676.0|RETRAZ CAPEZZO IN GRAV|RETRAZ CAPEZZO IN GRAV|C|0|RETRAZ CAPEZZO IN GRAV|||12/12/2013 12:15|
676.00|676.00|CAPEZZOLO RETRATTO,EPISODIO DI ASSISTENZA NON SPECIFICATO|CAPEZZOLO RETRATTO,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|CAPEZZOLO RETRATTO,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
676.01|676.01|CAPEZZOLO RETRATTO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|CAPEZZOLO RETRATTO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|CAPEZZOLO RETRATTO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
676.02|676.02|CAPEZZOLO RETRATTO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|CAPEZZOLO RETRATTO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|CAPEZZOLO RETRATTO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
676.03|676.03|CAPEZZOLO RETRATTO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|CAPEZZOLO RETRATTO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|CAPEZZOLO RETRATTO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
676.04|676.04|CAPEZZOLO RETRATTO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|CAPEZZOLO RETRATTO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|CAPEZZOLO RETRATTO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.676.1|676.1|RAGADI CAPEZZ IN GRAV|RAGADI CAPEZZ IN GRAV|C|0|RAGADI CAPEZZ IN GRAV|||12/12/2013 12:15|
676.10|676.10|RAGADI DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|RAGADI DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|RAGADI DEL CAPEZZOLO,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
676.11|676.11|RAGADI DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|RAGADI DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|RAGADI DEL CAPEZZOLO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
676.12|676.12|RAGADI DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|RAGADI DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|RAGADI DEL CAPEZZOLO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
676.13|676.13|RAGADI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|RAGADI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|RAGADI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
676.14|676.14|RAGADI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|RAGADI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|RAGADI DEL CAPEZZOLO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.676.2|676.2|INGORGO MAMMELLA|INGORGO MAMMELLA|C|0|INGORGO MAMMELLA|||12/12/2013 12:15|
676.20|676.20|INGORGO DELLA MAMMELLA,EPISODIO DI ASSISTENZA NON SPECIFICATO|INGORGO DELLA MAMMELLA,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|INGORGO DELLA MAMMELLA,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
676.21|676.21|INGORGO DELLA MAMMELLA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|INGORGO DELLA MAMMELLA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|INGORGO DELLA MAMMELLA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
676.22|676.22|INGORGO DELLA MAMMELLA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|INGORGO DELLA MAMMELLA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|INGORGO DELLA MAMMELLA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
676.23|676.23|INGORGO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|INGORGO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|INGORGO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
676.24|676.24|INGORGO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|INGORGO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|INGORGO DELLA MAMMELLA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.676.3|676.3|DIS MAMMEL GRAV NAS/SAI|DIS MAMMEL GRAV NAS/SAI|C|0|DIS MAMMEL GRAV NAS/SAI|||12/12/2013 12:15|
676.30|676.30|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,EPISODIO DI ASSISTENZA NON SPECIFICATO|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
676.31|676.31|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
676.32|676.32|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
676.33|676.33|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
676.34|676.34|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|ALTRI E NON SPECIFICATI DISTURBI DEL SENO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.676.4|676.4|IPOGALATTIA/AGAL|IPOGALATTIA/AGAL|C|0|IPOGALATTIA/AGAL|||12/12/2013 12:15|
676.40|676.40|MANCATO ALLATTAMENTO,EPISODIO DI ASSISTENZA NON SPECIFICATO|MANCATO ALLATTAMENTO,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|MANCATO ALLATTAMENTO,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
676.41|676.41|MANCATO ALLATTAMENTO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|MANCATO ALLATTAMENTO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|MANCATO ALLATTAMENTO,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
676.42|676.42|MANCATO ALLATTAMENTO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|MANCATO ALLATTAMENTO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|MANCATO ALLATTAMENTO,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
676.43|676.43|MANCATO ALLATTAMENTO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|MANCATO ALLATTAMENTO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|MANCATO ALLATTAMENTO,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
676.44|676.44|MANCATO ALLATTAMENTO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|MANCATO ALLATTAMENTO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|MANCATO ALLATTAMENTO,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.676.5|676.5|SOPPRESSIONE LATTAZIONE|SOPPRESSIONE LATTAZIONE|C|0|SOPPRESSIONE LATTAZIONE|||12/12/2013 12:15|
676.50|676.50|SOPPRESSIONE DELLA LATTAZIONE,EPISODIO DI ASSISTENZA NON SPECIFICATO|SOPPRESSIONE DELLA LATTAZIONE,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|SOPPRESSIONE DELLA LATTAZIONE,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
676.51|676.51|SOPPRESSIONE DELLA LATTAZIONE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|SOPPRESSIONE DELLA LATTAZIONE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|SOPPRESSIONE DELLA LATTAZIONE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
676.52|676.52|SOPPRESSIONE DELLA LATTAZIONE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|SOPPRESSIONE DELLA LATTAZIONE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|SOPPRESSIONE DELLA LATTAZIONE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
676.53|676.53|SOPPRESSIONE DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|SOPPRESSIONE DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|SOPPRESSIONE DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
676.54|676.54|SOPPRESSIONE DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|SOPPRESSIONE DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|SOPPRESSIONE DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.676.6|676.6|GALATTORR IN GRAVIDANZA|GALATTORR IN GRAVIDANZA|C|0|GALATTORR IN GRAVIDANZA|||12/12/2013 12:15|
676.60|676.60|GALATTORREA,EPISODIO DI ASSISTENZA NON SPECIFICATO|GALATTORREA,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|GALATTORREA,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
676.61|676.61|GALATTORREA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|GALATTORREA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|GALATTORREA,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
676.62|676.62|GALATTORREA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|GALATTORREA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|GALATTORREA,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
676.63|676.63|GALATTORREA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|GALATTORREA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|GALATTORREA,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
676.64|676.64|GALATTORREA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|GALATTORREA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|GALATTORREA,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.676.8|676.8|ALTR DISTURBI LATTAZIONE|ALTR DISTURBI LATTAZIONE|C|0|ALTR DISTURBI LATTAZIONE|||12/12/2013 12:15|
676.80|676.80|ALTRI DISORDINI DELLA LATTAZIONE,EPISODIO DI ASSISTENZA NON SPECIFICATO|ALTRI DISORDINI DELLA LATTAZIONE,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|ALTRI DISORDINI DELLA LATTAZIONE,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
676.81|676.81|ALTRI DISORDINI DELLA LATTAZIONE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|ALTRI DISORDINI DELLA LATTAZIONE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|ALTRI DISORDINI DELLA LATTAZIONE,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
676.82|676.82|ALTRI DISORDINI DELLA LATTAZIONE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|ALTRI DISORDINI DELLA LATTAZIONE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|ALTRI DISORDINI DELLA LATTAZIONE,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
676.83|676.83|ALTRI DISORDINI DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|ALTRI DISORDINI DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|ALTRI DISORDINI DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
676.84|676.84|ALTRI DISORDINI DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|ALTRI DISORDINI DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|ALTRI DISORDINI DELLA LATTAZIONE,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
DEPRECATED.676.9|676.9|DISTUR LATTAZIONE SAI|DISTUR LATTAZIONE SAI|C|0|DISTUR LATTAZIONE SAI|||12/12/2013 12:15|
676.90|676.90|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,EPISODIO DI ASSISTENZA NON SPECIFICATO|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,EPISODIO DI ASSISTENZA NON SPECIFICATO|C|0|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,EPISODIO DI ASSISTENZA NON SPECIFICATO|||12/12/2013 12:15|
676.91|676.91|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|C|0|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,PARTO CON O SENZA MENZIONE DELLA CONDIZIONE ANTEPARTUM|||12/12/2013 12:15|
676.92|676.92|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|C|0|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,PARTO CON MENZIONE DELLE COMPLICAZIONI POSTPARTUM|||12/12/2013 12:15|
676.93|676.93|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|C|0|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,CONDIZIONE O COMPLICAZIONE ANTEPARTUM|||12/12/2013 12:15|
676.94|676.94|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,CONDIZIONE O COMPLICAZIONE POSTPARTUM|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,CONDIZIONE O COMPLICAZIONE POSTPARTUM|C|0|DISORDINI DELLA LATTAZIONE NON SPECIFICATI,CONDIZIONE O COMPLICAZIONE POSTPARTUM|||12/12/2013 12:15|
677|677|EFFETTO TARDIVO DELLA COMPLICAZIONE DELLA GRAVIDANZA,DEL PARTO,DEL PUERPERIO|EFFETTO TARDIVO DELLA COMPLICAZIONE DELLA GRAVIDANZA,DEL PARTO,DEL PUERPERIO|C|0|EFFETTO TARDIVO DELLA COMPLICAZIONE DELLA GRAVIDANZA,DEL PARTO,DEL PUERPERIO|||12/12/2013 12:15|
DEPRECATED.680|680|ANTRACE E FORUNCOLO|ANTRACE E FORUNCOLO|C|0|ANTRACE E FORUNCOLO|||12/12/2013 12:15|
680.0|680.0|FORUNCOLO E FAVO DELLA FACCIA|FORUNCOLO E FAVO DELLA FACCIA|C|0|FORUNCOLO E FAVO DELLA FACCIA|||12/12/2013 12:15|
680.1|680.1|FORUNCOLO E FAVO DEL COLLO|FORUNCOLO E FAVO DEL COLLO|C|0|FORUNCOLO E FAVO DEL COLLO|||12/12/2013 12:15|
680.2|680.2|FORUNCOLO E FAVO DEL TRONCO|FORUNCOLO E FAVO DEL TRONCO|C|0|FORUNCOLO E FAVO DEL TRONCO|||12/12/2013 12:15|
680.3|680.3|FORUNCOLO E FAVO DEL BRACCIO E AVAMBRACCIO|FORUNCOLO E FAVO DEL BRACCIO E AVAMBRACCIO|C|0|FORUNCOLO E FAVO DEL BRACCIO E AVAMBRACCIO|||12/12/2013 12:15|
680.4|680.4|FORUNCOLO E FAVO DELLA MANO|FORUNCOLO E FAVO DELLA MANO|C|0|FORUNCOLO E FAVO DELLA MANO|||12/12/2013 12:15|
680.5|680.5|FORUNCOLO E FAVO DEI GLUTEI|FORUNCOLO E FAVO DEI GLUTEI|C|0|FORUNCOLO E FAVO DEI GLUTEI|||12/12/2013 12:15|
680.6|680.6|FORUNCOLO E FAVO DELL'ARTO INFERIORE,ECCETTO IL PIEDE|FORUNCOLO E FAVO DELL'ARTO INFERIORE,ECCETTO IL PIEDE|C|0|FORUNCOLO E FAVO DELL'ARTO INFERIORE,ECCETTO IL PIEDE|||12/12/2013 12:15|
680.7|680.7|FORUNCOLO E FAVO DEL PIEDE|FORUNCOLO E FAVO DEL PIEDE|C|0|FORUNCOLO E FAVO DEL PIEDE|||12/12/2013 12:15|
680.8|680.8|FORUNCOLO E FAVO DI ALTRE SEDI SPECIFICATE|FORUNCOLO E FAVO DI ALTRE SEDI SPECIFICATE|C|0|FORUNCOLO E FAVO DI ALTRE SEDI SPECIFICATE|||12/12/2013 12:15|
680.9|680.9|FORUNCOLO E FAVO DI ALTRE SEDI NON SPECIFICATE|FORUNCOLO E FAVO DI ALTRE SEDI NON SPECIFICATE|C|0|FORUNCOLO E FAVO DI ALTRE SEDI NON SPECIFICATE|||12/12/2013 12:15|
DEPRECATED.681|681|CELLULIT, DITO MANO/PIED|CELLULIT, DITO MANO/PIED|C|0|CELLULIT, DITO MANO/PIED|||12/12/2013 12:15|
DEPRECATED.681.0|681.0|CELLULITE DITA MANO|CELLULITE DITA MANO|C|0|CELLULITE DITA MANO|||12/12/2013 12:15|
681.00|681.00|FLEMMONE E ASCESSO,NON SPECIFICATO|FLEMMONE E ASCESSO,NON SPECIFICATO|C|0|FLEMMONE E ASCESSO,NON SPECIFICATO|||12/12/2013 12:15|
681.01|681.01|PATERECCIO|PATERECCIO|C|0|PATERECCIO|||12/12/2013 12:15|
681.02|681.02|ONICHIA E PARONICHIA DELLE DITA DELLA MANO|ONICHIA E PARONICHIA DELLE DITA DELLA MANO|C|0|ONICHIA E PARONICHIA DELLE DITA DELLA MANO|||12/12/2013 12:15|
DEPRECATED.681.1|681.1|CELLULITE DITA PIEDE|CELLULITE DITA PIEDE|C|0|CELLULITE DITA PIEDE|||12/12/2013 12:15|
681.10|681.10|FLEMMONE E ASCESSO,NON SPECIFICATO|FLEMMONE E ASCESSO,NON SPECIFICATO|C|0|FLEMMONE E ASCESSO,NON SPECIFICATO|||12/12/2013 12:15|
681.11|681.11|ONICHIA E PARONICHIA DELLE DITA DEL PIEDE|ONICHIA E PARONICHIA DELLE DITA DEL PIEDE|C|0|ONICHIA E PARONICHIA DELLE DITA DEL PIEDE|||12/12/2013 12:15|
681.9|681.9|FLEMMONE E ASCESSO DI DITO NON SPECIFICATO|FLEMMONE E ASCESSO DI DITO NON SPECIFICATO|C|0|FLEMMONE E ASCESSO DI DITO NON SPECIFICATO|||12/12/2013 12:15|
DEPRECATED.682|682|ALTR CELLULITE/ACCESSI|ALTR CELLULITE/ACCESSI|C|0|ALTR CELLULITE/ACCESSI|||12/12/2013 12:15|
682.0|682.0|ALTRI FLEMMONI E ASCESSI DELLA FACCIA|ALTRI FLEMMONI E ASCESSI DELLA FACCIA|C|0|ALTRI FLEMMONI E ASCESSI DELLA FACCIA|||12/12/2013 12:15|
