#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.103|CODESYSTEMNAME=ICD9DIAG|CODESYSTEMDISPLAYNAME=ICD9DIAG|VERSION=0|DESCRIPTION=ICD9DIAG|LANGUAGE=it|AUTHORITYNAME=Insiel Mercato|AUTHORITYDESCRIPTION=Insiel Mercato|AUTHORITYCONTACTINFORMATION=Insiel Mercato|VALIDFROM=23/01/2013 10:03||||
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|KEYWORDS|EXTENSION[classification]|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
11.634.1_V0|634.1|634.1|Aborto spontaneo complicato da emorragia tardiva o eccessiva|S|0|1|||||Aborto spontaneo complicato da emorragia tardiva o eccessiva||22/04/2010 17:44|
11.634.1.0_V0|634.10|634.10|Aborto spontaneo complicato da emorragia tardiva o eccessiva, non specificato se completo o incompleto|C|0|1|||||Aborto spontaneo complicato da emorragia tardiva o eccessiva, non specificato se completo o incompleto||22/04/2010 17:44|
11.634.1.1_V0|634.11|634.11|Aborto spontaneo complicato da emorragia tardiva o eccessiva, incompleto|C|0|1|||||Aborto spontaneo complicato da emorragia tardiva o eccessiva, incompleto||22/04/2010 17:44|
11.634.1.2_V0|634.12|634.12|Aborto spontaneo complicato da emorragia tardiva o eccessiva, completo|C|0|1|||||Aborto spontaneo complicato da emorragia tardiva o eccessiva, completo||22/04/2010 17:44|
11.634.2_V0|634.2|634.2|Aborto spontaneo complicato da danno agli organi o tessuti pelvici|S|0|1|||||Aborto spontaneo complicato da danno agli organi o tessuti pelvici||22/04/2010 17:44|
11.634.2.0_V0|634.20|634.20|Aborto spontaneo complicato da danno agli organi o tessuti pelvici, non specificato se completo o incompleto|C|0|1|||||Aborto spontaneo complicato da danno agli organi o tessuti pelvici, non specificato se completo o incompleto||22/04/2010 17:44|
11.634.2.1_V0|634.21|634.21|Aborto spontaneo complicato da danno agli organi o tessuti pelvici, incompleto|C|0|1|||||Aborto spontaneo complicato da danno agli organi o tessuti pelvici, incompleto||22/04/2010 17:44|
11.634.2.2_V0|634.22|634.22|Aborto spontaneo complicato da danno agli organi o tessuti pelvici, completo|C|0|1|||||Aborto spontaneo complicato da danno agli organi o tessuti pelvici, completo||22/04/2010 17:44|
11.634.3_V0|634.3|634.3|Aborto spontaneo complicato da insufficienza renale|S|0|1|||||Aborto spontaneo complicato da insufficienza renale||22/04/2010 17:44|
11.634.3.0_V0|634.30|634.30|Aborto spontaneo complicato da insufficienza renale, non specificato se completo o incompleto|C|0|1|||||Aborto spontaneo complicato da insufficienza renale, non specificato se completo o incompleto||22/04/2010 17:44|
11.634.3.1_V0|634.31|634.31|Aborto spontaneo complicato da insufficienza renale, incompleto|C|0|1|||||Aborto spontaneo complicato da insufficienza renale, incompleto||22/04/2010 17:44|
11.634.3.2_V0|634.32|634.32|Aborto spontaneo complicato da insufficienza renale, completo|C|0|1|||||Aborto spontaneo complicato da insufficienza renale, completo||22/04/2010 17:44|
11.634.4_V0|634.4|634.4|Aborto spontaneo complicato da disordine metabolico|S|0|1|||||Aborto spontaneo complicato da disordine metabolico||22/04/2010 17:44|
11.634.4.0_V0|634.40|634.40|Aborto spontaneo complicato da disordine metabolico, non specificato se completo o incompleto|C|0|1|||||Aborto spontaneo complicato da disordine metabolico, non specificato se completo o incompleto||22/04/2010 17:44|
11.634.4.1_V0|634.41|634.41|Aborto spontaneo complicato da disordine metabolico, incompleto|C|0|1|||||Aborto spontaneo complicato da disordine metabolico, incompleto||22/04/2010 17:44|
11.634.4.2_V0|634.42|634.42|Aborto spontaneo complicato da disordine metabolico, completo|C|0|1|||||Aborto spontaneo complicato da disordine metabolico, completo||22/04/2010 17:44|
11.634.5_V0|634.5|634.5|Aborto spontaneo complicato da shock|S|0|1|||||Aborto spontaneo complicato da shock||22/04/2010 17:44|
11.634.5.0_V0|634.50|634.50|Aborto spontaneo complicato da shock, non specificato se completo o incompleto|C|0|1|||||Aborto spontaneo complicato da shock, non specificato se completo o incompleto||22/04/2010 17:44|
11.634.5.1_V0|634.51|634.51|Aborto spontaneo complicato da shock, incompleto|C|0|1|||||Aborto spontaneo complicato da shock, incompleto||22/04/2010 17:44|
11.634.5.2_V0|634.52|634.52|Aborto spontaneo complicato da shock, completo|C|0|1|||||Aborto spontaneo complicato da shock, completo||22/04/2010 17:44|
11.634.6_V0|634.6|634.6|Aborto spontaneo complicato da embolia|S|0|1|||||Aborto spontaneo complicato da embolia||22/04/2010 17:44|
11.634.6.0_V0|634.60|634.60|Aborto spontaneo complicato da embolia, non specificato se completo o incompleto|C|0|1|||||Aborto spontaneo complicato da embolia, non specificato se completo o incompleto||22/04/2010 17:44|
11.634.6.1_V0|634.61|634.61|Aborto spontaneo complicato da embolia, incompleto|C|0|1|||||Aborto spontaneo complicato da embolia, incompleto||22/04/2010 17:44|
11.634.6.2_V0|634.62|634.62|Aborto spontaneo complicato da embolia, completo|C|0|1|||||Aborto spontaneo complicato da embolia, completo||22/04/2010 17:44|
11.634.7_V0|634.7|634.7|Aborto spontaneo con altre complicazioni specificate|S|0|1|||||Aborto spontaneo con altre complicazioni specificate||22/04/2010 17:44|
11.634.7.0_V0|634.70|634.70|Aborto spontaneo con altre complicazioni specificate, non specificato se completo o incompleto|C|0|1|||||Aborto spontaneo con altre complicazioni specificate, non specificato se completo o incompleto||22/04/2010 17:44|
11.634.7.1_V0|634.71|634.71|Aborto spontaneo con altre complicazioni specificate, incompleto|C|0|1|||||Aborto spontaneo con altre complicazioni specificate, incompleto||22/04/2010 17:44|
11.634.7.2_V0|634.72|634.72|Aborto spontaneo con altre complicazioni specificate, completo|C|0|1|||||Aborto spontaneo con altre complicazioni specificate, completo||22/04/2010 17:44|
11.634.8_V0|634.8|634.8|Aborto spontaneo con complicazione non specificata|S|0|1|||||Aborto spontaneo con complicazione non specificata||22/04/2010 17:44|
11.634.8.0_V0|634.80|634.80|Aborto spontaneo con complicazione non specificata, non specificato se completo o incompleto|C|0|1|||||Aborto spontaneo con complicazione non specificata, non specificato se completo o incompleto||22/04/2010 17:44|
11.634.8.1_V0|634.81|634.81|Aborto spontaneo con complicazione non specificata, incompleto|C|0|1|||||Aborto spontaneo con complicazione non specificata, incompleto||22/04/2010 17:44|
11.634.8.2_V0|634.82|634.82|Aborto spontaneo con complicazione non specificata, completo|C|0|1|||||Aborto spontaneo con complicazione non specificata, completo||22/04/2010 17:44|
11.634.9_V0|634.9|634.9|Aborto spontaneo senza complicazione riferita|S|0|1|||||Aborto spontaneo senza complicazione riferita||22/04/2010 17:44|
11.634.9.0_V0|634.90|634.90|Aborto spontaneo senza complicazione riferita, non specificato se completo o incompleto|C|0|1|||||Aborto spontaneo senza complicazione riferita, non specificato se completo o incompleto||22/04/2010 17:44|
11.634.9.1_V0|634.91|634.91|Aborto spontaneo senza complicazione riferita, incompleto|C|0|1|||||Aborto spontaneo senza complicazione riferita, incompleto||22/04/2010 17:44|
11.634.9.2_V0|634.92|634.92|Aborto spontaneo senza complicazione riferita, completo|C|0|1|||||Aborto spontaneo senza complicazione riferita, completo||22/04/2010 17:44|
11.635_V0|635|635|Aborto indotto legalmente|S|0|1|||||Aborto indotto legalmente||22/04/2010 17:44|
11.635.0_V0|635.0|635.0|Aborto indotto legalmente complicato da infezione del tratto genitale e pelvico|S|0|1|||||Aborto indotto legalmente complicato da infezione del tratto genitale e pelvico||22/04/2010 17:44|
11.635.0.0_V0|635.00|635.00|Aborto indotto legalmente complicato da infezione del tratto genitale e pelvico, non specificato se completo o incompleto|C|0|1|||||Aborto indotto legalmente complicato da infezione del tratto genitale e pelvico, non specificato se completo o incompleto||22/04/2010 17:44|
11.635.0.1_V0|635.01|635.01|Aborto indotto legalmente complicato da infezione del tratto genitale e pelvico, incompleto|C|0|1|||||Aborto indotto legalmente complicato da infezione del tratto genitale e pelvico, incompleto||22/04/2010 17:44|
11.635.0.2_V0|635.02|635.02|Aborto indotto legalmente complicato da infezione del tratto genitale e pelvico, completo|C|0|1|||||Aborto indotto legalmente complicato da infezione del tratto genitale e pelvico, completo||22/04/2010 17:44|
11.635.1_V0|635.1|635.1|Aborto indotto legalmente complicato da emorragia tardiva o eccessiva|S|0|1|||||Aborto indotto legalmente complicato da emorragia tardiva o eccessiva||22/04/2010 17:44|
11.635.1.0_V0|635.10|635.10|Aborto indotto legalmente complicato da emorragia tardiva o eccessiva, non specificato se completo o incompleto|C|0|1|||||Aborto indotto legalmente complicato da emorragia tardiva o eccessiva, non specificato se completo o incompleto||22/04/2010 17:44|
11.635.1.1_V0|635.11|635.11|Aborto indotto legalmente complicato da emorragia tardiva o eccessiva, incompleto|C|0|1|||||Aborto indotto legalmente complicato da emorragia tardiva o eccessiva, incompleto||22/04/2010 17:44|
11.635.1.2_V0|635.12|635.12|Aborto indotto legalmente complicato da emorragia tardiva o eccessiva, completo|C|0|1|||||Aborto indotto legalmente complicato da emorragia tardiva o eccessiva, completo||22/04/2010 17:44|
11.635.2_V0|635.2|635.2|Aborto indotto legalmente complicato da danno agli organi o tessuti pelvici|S|0|1|||||Aborto indotto legalmente complicato da danno agli organi o tessuti pelvici||22/04/2010 17:44|
11.635.2.0_V0|635.20|635.20|Aborto indotto legalmente complicato da danno agli organi o tessuti pelvici, non specificato se completo o incompleto|C|0|1|||||Aborto indotto legalmente complicato da danno agli organi o tessuti pelvici, non specificato se completo o incompleto||22/04/2010 17:44|
11.635.2.1_V0|635.21|635.21|Aborto indotto legalmente complicato da danno agli organi o tessuti pelvici, incompleto|C|0|1|||||Aborto indotto legalmente complicato da danno agli organi o tessuti pelvici, incompleto||22/04/2010 17:44|
11.635.2.2_V0|635.22|635.22|Aborto indotto legalmente complicato da danno agli organi o tessuti pelvici, completo|C|0|1|||||Aborto indotto legalmente complicato da danno agli organi o tessuti pelvici, completo||22/04/2010 17:44|
11.635.3_V0|635.3|635.3|Aborto indotto legalmente complicato da insufficienza renale|S|0|1|||||Aborto indotto legalmente complicato da insufficienza renale||22/04/2010 17:44|
11.635.3.0_V0|635.30|635.30|Aborto indotto legalmente complicato da insufficienza renale, non specificato se completo o incompleto|C|0|1|||||Aborto indotto legalmente complicato da insufficienza renale, non specificato se completo o incompleto||22/04/2010 17:44|
11.635.3.1_V0|635.31|635.31|Aborto indotto legalmente complicato da insufficienza renale, incompleto|C|0|1|||||Aborto indotto legalmente complicato da insufficienza renale, incompleto||22/04/2010 17:44|
11.635.3.2_V0|635.32|635.32|Aborto indotto legalmente complicato da insufficienza renale, completo|C|0|1|||||Aborto indotto legalmente complicato da insufficienza renale, completo||22/04/2010 17:44|
11.635.4_V0|635.4|635.4|Aborto indotto legalmente complicato da disordine metabolico|S|0|1|||||Aborto indotto legalmente complicato da disordine metabolico||22/04/2010 17:44|
11.635.4.0_V0|635.40|635.40|Aborto indotto legalmente complicato da disordine metabolico, non specificato se completo o incompleto|C|0|1|||||Aborto indotto legalmente complicato da disordine metabolico, non specificato se completo o incompleto||22/04/2010 17:44|
11.635.4.1_V0|635.41|635.41|Aborto indotto legalmente complicato da disordine metabolico, incompleto|C|0|1|||||Aborto indotto legalmente complicato da disordine metabolico, incompleto||22/04/2010 17:44|
11.635.4.2_V0|635.42|635.42|Aborto indotto legalmente complicato da disordine metabolico, completo|C|0|1|||||Aborto indotto legalmente complicato da disordine metabolico, completo||22/04/2010 17:44|
11.635.5_V0|635.5|635.5|Aborto indotto legalmente complicato da shock|S|0|1|||||Aborto indotto legalmente complicato da shock||22/04/2010 17:44|
11.635.5.0_V0|635.50|635.50|Aborto indotto legalmente complicato da shock, non specificato se completo o incompleto|C|0|1|||||Aborto indotto legalmente complicato da shock, non specificato se completo o incompleto||22/04/2010 17:44|
11.635.5.1_V0|635.51|635.51|Aborto indotto legalmente complicato da shock, incompleto|C|0|1|||||Aborto indotto legalmente complicato da shock, incompleto||22/04/2010 17:44|
11.635.5.2_V0|635.52|635.52|Aborto indotto legalmente complicato da shock, completo|C|0|1|||||Aborto indotto legalmente complicato da shock, completo||22/04/2010 17:44|
11.635.6_V0|635.6|635.6|Aborto indotto legalmente complicato da embolia|S|0|1|||||Aborto indotto legalmente complicato da embolia||22/04/2010 17:44|
11.635.6.0_V0|635.60|635.60|Aborto indotto legalmente complicato da embolia, non specificato se completo o incompleto|C|0|1|||||Aborto indotto legalmente complicato da embolia, non specificato se completo o incompleto||22/04/2010 17:44|
11.635.6.1_V0|635.61|635.61|Aborto indotto legalmente complicato da embolia, incompleto|C|0|1|||||Aborto indotto legalmente complicato da embolia, incompleto||22/04/2010 17:44|
11.635.6.2_V0|635.62|635.62|Aborto indotto legalmente complicato da embolia, completo|C|0|1|||||Aborto indotto legalmente complicato da embolia, completo||22/04/2010 17:44|
11.635.7_V0|635.7|635.7|Aborto indotto legalmente con altre complicazioni specificate|S|0|1|||||Aborto indotto legalmente con altre complicazioni specificate||22/04/2010 17:44|
11.635.7.0_V0|635.70|635.70|Aborto indotto legalmente con altre complicazioni specificate, non specificato se completo o incompleto|C|0|1|||||Aborto indotto legalmente con altre complicazioni specificate, non specificato se completo o incompleto||22/04/2010 17:44|
11.635.7.1_V0|635.71|635.71|Aborto indotto legalmente con altre complicazioni specificate, incompleto|C|0|1|||||Aborto indotto legalmente con altre complicazioni specificate, incompleto||22/04/2010 17:44|
11.635.7.2_V0|635.72|635.72|Aborto indotto legalmente con altre complicazioni specificate, completo|C|0|1|||||Aborto indotto legalmente con altre complicazioni specificate, completo||22/04/2010 17:44|
11.635.8_V0|635.8|635.8|Aborto indotto legalmente con complicazione non specificata|S|0|1|||||Aborto indotto legalmente con complicazione non specificata||22/04/2010 17:44|
11.635.8.0_V0|635.80|635.80|Aborto indotto legalmente con complicazione non specificata, non specificato se completo o incompleto|C|0|1|||||Aborto indotto legalmente con complicazione non specificata, non specificato se completo o incompleto||22/04/2010 17:44|
11.635.8.1_V0|635.81|635.81|Aborto indotto legalmente con complicazione non specificata, incompleto|C|0|1|||||Aborto indotto legalmente con complicazione non specificata, incompleto||22/04/2010 17:44|
11.635.8.2_V0|635.82|635.82|Aborto indotto legalmente con complicazione non specificata, completo|C|0|1|||||Aborto indotto legalmente con complicazione non specificata, completo||22/04/2010 17:44|
11.635.9_V0|635.9|635.9|Aborto indotto legalmente senza complicazione riferita|S|0|1|||||Aborto indotto legalmente senza complicazione riferita||22/04/2010 17:44|
11.635.9.0_V0|635.90|635.90|Aborto indotto legalmente senza complicazione riferita, non specificato se completo o incompleto|C|0|1|||||Aborto indotto legalmente senza complicazione riferita, non specificato se completo o incompleto||22/04/2010 17:44|
11.635.9.1_V0|635.91|635.91|Aborto indotto legalmente senza complicazione riferita, incompleto|C|0|1|||||Aborto indotto legalmente senza complicazione riferita, incompleto||22/04/2010 17:44|
11.635.9.2_V0|635.92|635.92|Aborto indotto legalmente senza complicazione riferita, completo|C|0|1|||||Aborto indotto legalmente senza complicazione riferita, completo||22/04/2010 17:44|
11.636_V0|636|636|Aborto illegale|S|0|1|||||Aborto illegale||22/04/2010 17:44|
11.636.0_V0|636.0|636.0|Aborto illegale complicato da infezione del tratto genitale e pelvico|S|0|1|||||Aborto illegale complicato da infezione del tratto genitale e pelvico||22/04/2010 17:44|
11.636.0.0_V0|636.00|636.00|Aborto illegale complicato da infezione del tratto genitale e pelvico, non specificato se completo o incompleto|C|0|1|||||Aborto illegale complicato da infezione del tratto genitale e pelvico, non specificato se completo o incompleto||22/04/2010 17:44|
11.636.0.1_V0|636.01|636.01|Aborto illegale complicato da infezione del tratto genitale e pelvico, incompleto|C|0|1|||||Aborto illegale complicato da infezione del tratto genitale e pelvico, incompleto||22/04/2010 17:44|
11.636.0.2_V0|636.02|636.02|Aborto illegale complicato da infezione del tratto genitale e pelvico, completo|C|0|1|||||Aborto illegale complicato da infezione del tratto genitale e pelvico, completo||22/04/2010 17:44|
11.636.1_V0|636.1|636.1|Aborto illegale complicato da emorragia tardiva o eccessiva|S|0|1|||||Aborto illegale complicato da emorragia tardiva o eccessiva||22/04/2010 17:44|
11.636.1.0_V0|636.10|636.10|Aborto illegale complicato da emorragia tardiva o eccessiva, non specificato se completo o incompleto|C|0|1|||||Aborto illegale complicato da emorragia tardiva o eccessiva, non specificato se completo o incompleto||22/04/2010 17:44|
11.636.1.1_V0|636.11|636.11|Aborto illegale complicato da emorragia tardiva o eccessiva, incompleto|C|0|1|||||Aborto illegale complicato da emorragia tardiva o eccessiva, incompleto||22/04/2010 17:44|
11.636.1.2_V0|636.12|636.12|Aborto illegale complicato da emorragia tardiva o eccessiva, completo|C|0|1|||||Aborto illegale complicato da emorragia tardiva o eccessiva, completo||22/04/2010 17:44|
11.636.2_V0|636.2|636.2|Aborto illegale complicato da danno agli organi o tessuti pelvici|S|0|1|||||Aborto illegale complicato da danno agli organi o tessuti pelvici||22/04/2010 17:44|
11.636.2.0_V0|636.20|636.20|Aborto illegale complicato da danno agli organi o tessuti pelvici, non specificato se completo o incompleto|C|0|1|||||Aborto illegale complicato da danno agli organi o tessuti pelvici, non specificato se completo o incompleto||22/04/2010 17:44|
11.636.2.1_V0|636.21|636.21|Aborto illegale complicato da danno agli organi o tessuti pelvici, incompleto|C|0|1|||||Aborto illegale complicato da danno agli organi o tessuti pelvici, incompleto||22/04/2010 17:44|
11.636.2.2_V0|636.22|636.22|Aborto illegale complicato da danno agli organi o tessuti pelvici, completo|C|0|1|||||Aborto illegale complicato da danno agli organi o tessuti pelvici, completo||22/04/2010 17:44|
11.636.3_V0|636.3|636.3|Aborto illegale complicato da insufficienza renale|S|0|1|||||Aborto illegale complicato da insufficienza renale||22/04/2010 17:44|
11.636.3.0_V0|636.30|636.30|Aborto illegale complicato da insufficienza renale, non specificato se completo o incompleto|C|0|1|||||Aborto illegale complicato da insufficienza renale, non specificato se completo o incompleto||22/04/2010 17:44|
11.636.3.1_V0|636.31|636.31|Aborto illegale complicato da insufficienza renale, incompleto|C|0|1|||||Aborto illegale complicato da insufficienza renale, incompleto||22/04/2010 17:44|
11.636.3.2_V0|636.32|636.32|Aborto illegale complicato da insufficienza renale, completo|C|0|1|||||Aborto illegale complicato da insufficienza renale, completo||22/04/2010 17:44|
11.636.4_V0|636.4|636.4|Aborto illegale complicato da disordine metabolico|S|0|1|||||Aborto illegale complicato da disordine metabolico||22/04/2010 17:44|
11.636.4.0_V0|636.40|636.40|Aborto illegale complicato da disordine metabolico, non specificato se completo o incompleto|C|0|1|||||Aborto illegale complicato da disordine metabolico, non specificato se completo o incompleto||22/04/2010 17:44|
