#CODEVALUEMODEL=CodeValueIcd9|CODESYSTEMID=2.16.840.1.113883.6.104|CODESYSTEMNAME=ICD9PROC|CODESYSTEMDISPLAYNAME=ICD9 PRESTAZIONI|VERSION=2002|DESCRIPTION=ICD9 Procedure Codes|LANGUAGE=it|AUTHORITYNAME=National Center for Health Statistics|AUTHORITYDESCRIPTION=World Health Organization|AUTHORITYCONTACTINFORMATION=http://www.cdc.gov/nchs/icd9.htm|VALIDFROM=22/04/2010 10:22
ID SUFFIX|CODE|NAME|DESCRIPTION|ELEMENT TYPE|SEQUENCE NUMBER|STATUS|TRANSLATION[de]|TRANSLATION[en]|TRANSLATION[it]|RELATION[CodeValuePhi]|VALID FROM|VALID TO
79.1.2_V2002|79.12|Riduzione incruenta di frattura di radio e ulna, con fissazione interna|Riduzione incruenta di frattura di radio e ulna, con fissazione interna|C|0|1|||Riduzione incruenta di frattura di radio e ulna, con fissazione interna||22/04/2010 10:22|
79.1.3_V2002|79.13|Riduzione incruenta di frattura di carpo e metacarpo, con fissazione interna|Riduzione incruenta di frattura di carpo e metacarpo, con fissazione interna|C|0|1|||Riduzione incruenta di frattura di carpo e metacarpo, con fissazione interna||22/04/2010 10:22|
79.1.4_V2002|79.14|Riduzione incruenta di frattura delle falangi della mano, con fissazione interna|Riduzione incruenta di frattura delle falangi della mano, con fissazione interna|C|0|1|||Riduzione incruenta di frattura delle falangi della mano, con fissazione interna||22/04/2010 10:22|
79.1.5_V2002|79.15|Riduzione incruenta di frattura del femore, con fissazione interna|Riduzione incruenta di frattura del femore, con fissazione interna|C|0|1|||Riduzione incruenta di frattura del femore, con fissazione interna||22/04/2010 10:22|
79.1.6_V2002|79.16|Riduzione incruenta di frattura della tibia e della fibula, con fissazione interna|Riduzione incruenta di frattura della tibia e della fibula, con fissazione interna|C|0|1|||Riduzione incruenta di frattura della tibia e della fibula, con fissazione interna||22/04/2010 10:22|
79.1.7_V2002|79.17|Riduzione incruenta di frattura del tarso e metatarso, con fissazione interna|Riduzione incruenta di frattura del tarso e metatarso, con fissazione interna|C|0|1|||Riduzione incruenta di frattura del tarso e metatarso, con fissazione interna||22/04/2010 10:22|
79.1.8_V2002|79.18|Riduzione incruenta di frattura delle falangi del piede, con fissazione interna|Riduzione incruenta di frattura delle falangi del piede, con fissazione interna|C|0|1|||Riduzione incruenta di frattura delle falangi del piede, con fissazione interna||22/04/2010 10:22|
79.1.9_V2002|79.19|Riduzione incruenta di frattura di altro osso specificato, con fissazione interna|Riduzione incruenta di frattura di altro osso specificato, con fissazione interna|C|0|1|||Riduzione incruenta di frattura di altro osso specificato, con fissazione interna||22/04/2010 10:22|
79.2_V2002|79.2|Riduzione cruenta di frattura senza fissazione interna|Riduzione cruenta di frattura senza fissazione interna|S|0|1|||Riduzione cruenta di frattura senza fissazione interna||22/04/2010 10:22|
79.2.0_V2002|79.20|Riduzione cruenta di frattura senza fissazione interna in sede non specificata|Riduzione cruenta di frattura senza fissazione interna in sede non specificata|C|0|1|||Riduzione cruenta di frattura senza fissazione interna in sede non specificata||22/04/2010 10:22|
79.2.1_V2002|79.21|Riduzione cruenta di frattura dell'omero senza fissazione interna|Riduzione cruenta di frattura dell'omero senza fissazione interna|C|0|1|||Riduzione cruenta di frattura dell'omero senza fissazione interna||22/04/2010 10:22|
79.2.2_V2002|79.22|Riduzione cruenta di frattura del radio e dell'ulna, senza fissazione interna|Riduzione cruenta di frattura del radio e dell'ulna, senza fissazione interna|C|0|1|||Riduzione cruenta di frattura del radio e dell'ulna, senza fissazione interna||22/04/2010 10:22|
79.2.3_V2002|79.23|Riduzione cruenta di frattura del carpo e metacarpo senza fissazione interna|Riduzione cruenta di frattura del carpo e metacarpo senza fissazione interna|C|0|1|||Riduzione cruenta di frattura del carpo e metacarpo senza fissazione interna||22/04/2010 10:22|
79.2.4_V2002|79.24|Riduzione cruenta di frattura delle falangi della mano, senza fissazione interna|Riduzione cruenta di frattura delle falangi della mano, senza fissazione interna|C|0|1|||Riduzione cruenta di frattura delle falangi della mano, senza fissazione interna||22/04/2010 10:22|
79.2.5_V2002|79.25|Riduzione cruenta di frattura del femore, senza fissazione interna|Riduzione cruenta di frattura del femore, senza fissazione interna|C|0|1|||Riduzione cruenta di frattura del femore, senza fissazione interna||22/04/2010 10:22|
79.2.6_V2002|79.26|Riduzione cruenta di frattura della tibia e della fibula senza fissazione interna|Riduzione cruenta di frattura della tibia e della fibula senza fissazione interna|C|0|1|||Riduzione cruenta di frattura della tibia e della fibula senza fissazione interna||22/04/2010 10:22|
79.2.7_V2002|79.27|Riduzione cruenta di frattura del tarso e metatarso, senza fissazione interna|Riduzione cruenta di frattura del tarso e metatarso, senza fissazione interna|C|0|1|||Riduzione cruenta di frattura del tarso e metatarso, senza fissazione interna||22/04/2010 10:22|
79.2.8_V2002|79.28|Riduzione cruenta di frattura delle falangi del piede, senza fissazione interna|Riduzione cruenta di frattura delle falangi del piede, senza fissazione interna|C|0|1|||Riduzione cruenta di frattura delle falangi del piede, senza fissazione interna||22/04/2010 10:22|
79.2.9_V2002|79.29|Riduzione cruenta di frattura di altro osso specificato senza fissazione interna|Riduzione cruenta di frattura di altro osso specificato senza fissazione interna|C|0|1|||Riduzione cruenta di frattura di altro osso specificato senza fissazione interna||22/04/2010 10:22|
79.3_V2002|79.3|Riduzione cruenta di frattura con fissazione interna|Riduzione cruenta di frattura con fissazione interna|S|0|1|||Riduzione cruenta di frattura con fissazione interna||22/04/2010 10:22|
79.3.0_V2002|79.30|Riduzione cruenta di frattura con fissazione interna in sede non specificata|Riduzione cruenta di frattura con fissazione interna in sede non specificata|C|0|1|||Riduzione cruenta di frattura con fissazione interna in sede non specificata||22/04/2010 10:22|
79.3.1_V2002|79.31|Riduzione cruenta di frattura dell'omero con fissazione interna|Riduzione cruenta di frattura dell'omero con fissazione interna|C|0|1|||Riduzione cruenta di frattura dell'omero con fissazione interna||22/04/2010 10:22|
79.3.2_V2002|79.32|Riduzione cruenta di frattura del radio e dell'ulna, con fissazione interna|Riduzione cruenta di frattura del radio e dell'ulna, con fissazione interna|C|0|1|||Riduzione cruenta di frattura del radio e dell'ulna, con fissazione interna||22/04/2010 10:22|
79.3.3_V2002|79.33|Riduzione cruenta di frattura del carpo e metacarpo con fissazione interna|Riduzione cruenta di frattura del carpo e metacarpo con fissazione interna|C|0|1|||Riduzione cruenta di frattura del carpo e metacarpo con fissazione interna||22/04/2010 10:22|
79.3.4_V2002|79.34|Riduzione cruenta di frattura delle falangi della mano, con fissazione interna|Riduzione cruenta di frattura delle falangi della mano, con fissazione interna|C|0|1|||Riduzione cruenta di frattura delle falangi della mano, con fissazione interna||22/04/2010 10:22|
79.3.5_V2002|79.35|Riduzione cruenta di frattura del femore, con fissazione interna|Riduzione cruenta di frattura del femore, con fissazione interna|C|0|1|||Riduzione cruenta di frattura del femore, con fissazione interna||22/04/2010 10:22|
79.3.6_V2002|79.36|Riduzione cruenta di frattura di tibia e fibula, con fissazione interna|Riduzione cruenta di frattura di tibia e fibula, con fissazione interna|C|0|1|||Riduzione cruenta di frattura di tibia e fibula, con fissazione interna||22/04/2010 10:22|
79.3.7_V2002|79.37|Riduzione cruenta di frattura di tarso e metatarso, con fissazione interna|Riduzione cruenta di frattura di tarso e metatarso, con fissazione interna|C|0|1|||Riduzione cruenta di frattura di tarso e metatarso, con fissazione interna||22/04/2010 10:22|
79.3.8_V2002|79.38|Riduzione cruenta di frattura delle falangi del piede, con fissazione interna|Riduzione cruenta di frattura delle falangi del piede, con fissazione interna|C|0|1|||Riduzione cruenta di frattura delle falangi del piede, con fissazione interna||22/04/2010 10:22|
79.3.9_V2002|79.39|Riduzione cruenta di frattura di altro osso specificato con fissazione interna|Riduzione cruenta di frattura di altro osso specificato con fissazione interna|C|0|1|||Riduzione cruenta di frattura di altro osso specificato con fissazione interna||22/04/2010 10:22|
79.4_V2002|79.4|Riduzione incruenta di epifisiolisi|Riduzione incruenta di epifisiolisi|S|0|1|||Riduzione incruenta di epifisiolisi||22/04/2010 10:22|
79.4.0_V2002|79.40|Riduzione incruenta di epifisiolisi in sede non specificata|Riduzione incruenta di epifisiolisi in sede non specificata|C|0|1|||Riduzione incruenta di epifisiolisi in sede non specificata||22/04/2010 10:22|
79.4.1_V2002|79.41|Riduzione incruenta di epifisiolisi dell'omero|Riduzione incruenta di epifisiolisi dell'omero|C|0|1|||Riduzione incruenta di epifisiolisi dell'omero||22/04/2010 10:22|
79.4.2_V2002|79.42|Riduzione incruenta di epifisiolisi del radio e dell'ulna|Riduzione incruenta di epifisiolisi del radio e dell'ulna|C|0|1|||Riduzione incruenta di epifisiolisi del radio e dell'ulna||22/04/2010 10:22|
79.4.5_V2002|79.45|Riduzione incruenta di epifisiolisi del femore|Riduzione incruenta di epifisiolisi del femore|C|0|1|||Riduzione incruenta di epifisiolisi del femore||22/04/2010 10:22|
79.4.6_V2002|79.46|Riduzione incruenta di epifisiolisi della tibia e della fibula|Riduzione incruenta di epifisiolisi della tibia e della fibula|C|0|1|||Riduzione incruenta di epifisiolisi della tibia e della fibula||22/04/2010 10:22|
79.4.9_V2002|79.49|Riduzione incruenta di epifisiolisi di altro osso specificato|Riduzione incruenta di epifisiolisi di altro osso specificato|C|0|1|||Riduzione incruenta di epifisiolisi di altro osso specificato||22/04/2010 10:22|
79.5_V2002|79.5|Riduzione cruenta di epifisiolisi|Riduzione cruenta di epifisiolisi|S|0|1|||Riduzione cruenta di epifisiolisi||22/04/2010 10:22|
79.5.0_V2002|79.50|Riduzione cruenta di epifisiolisi in sede non specificata|Riduzione cruenta di epifisiolisi in sede non specificata|C|0|1|||Riduzione cruenta di epifisiolisi in sede non specificata||22/04/2010 10:22|
79.5.1_V2002|79.51|Riduzione cruenta di epifisiolisi dell'omero|Riduzione cruenta di epifisiolisi dell'omero|C|0|1|||Riduzione cruenta di epifisiolisi dell'omero||22/04/2010 10:22|
79.5.2_V2002|79.52|Riduzione cruenta di epifisiolisi del radio e dell'ulna|Riduzione cruenta di epifisiolisi del radio e dell'ulna|C|0|1|||Riduzione cruenta di epifisiolisi del radio e dell'ulna||22/04/2010 10:22|
79.5.5_V2002|79.55|Riduzione cruenta di epifisiolisi del femore|Riduzione cruenta di epifisiolisi del femore|C|0|1|||Riduzione cruenta di epifisiolisi del femore||22/04/2010 10:22|
79.5.6_V2002|79.56|Riduzione cruenta di epifisiolisi di tibia e fibula|Riduzione cruenta di epifisiolisi di tibia e fibula|C|0|1|||Riduzione cruenta di epifisiolisi di tibia e fibula||22/04/2010 10:22|
79.5.9_V2002|79.59|Riduzione cruenta di epifisiolisi di altro osso specificato|Riduzione cruenta di epifisiolisi di altro osso specificato|C|0|1|||Riduzione cruenta di epifisiolisi di altro osso specificato||22/04/2010 10:22|
79.6_V2002|79.6|Sbrigliamento in sede di frattura esposta|Sbrigliamento in sede di frattura esposta|S|0|1|||Sbrigliamento in sede di frattura esposta||22/04/2010 10:22|
79.6.0_V2002|79.60|Sbrigliamento di frattura esposta in sede non specificata|Sbrigliamento di frattura esposta in sede non specificata|C|0|1|||Sbrigliamento di frattura esposta in sede non specificata||22/04/2010 10:22|
79.6.1_V2002|79.61|Sbrigliamento di frattura esposta dell'omero|Sbrigliamento di frattura esposta dell'omero|C|0|1|||Sbrigliamento di frattura esposta dell'omero||22/04/2010 10:22|
79.6.2_V2002|79.62|Sbrigliamento di frattura esposta di radio e ulna|Sbrigliamento di frattura esposta di radio e ulna|C|0|1|||Sbrigliamento di frattura esposta di radio e ulna||22/04/2010 10:22|
79.6.3_V2002|79.63|Sbrigliamento di frattura esposta di carpo e metacarpo|Sbrigliamento di frattura esposta di carpo e metacarpo|C|0|1|||Sbrigliamento di frattura esposta di carpo e metacarpo||22/04/2010 10:22|
79.6.4_V2002|79.64|Sbrigliamento di frattura esposta delle falangi della mano|Sbrigliamento di frattura esposta delle falangi della mano|C|0|1|||Sbrigliamento di frattura esposta delle falangi della mano||22/04/2010 10:22|
79.6.5_V2002|79.65|Sbrigliamento di frattura esposta del femore|Sbrigliamento di frattura esposta del femore|C|0|1|||Sbrigliamento di frattura esposta del femore||22/04/2010 10:22|
79.6.6_V2002|79.66|Sbrigliamento di frattura esposta della tibia e fibula|Sbrigliamento di frattura esposta della tibia e fibula|C|0|1|||Sbrigliamento di frattura esposta della tibia e fibula||22/04/2010 10:22|
79.6.7_V2002|79.67|Sbrigliamento di frattura esposta di tarso e metatarso|Sbrigliamento di frattura esposta di tarso e metatarso|C|0|1|||Sbrigliamento di frattura esposta di tarso e metatarso||22/04/2010 10:22|
79.6.8_V2002|79.68|Sbrigliamento di frattura esposta delle falangi del piede|Sbrigliamento di frattura esposta delle falangi del piede|C|0|1|||Sbrigliamento di frattura esposta delle falangi del piede||22/04/2010 10:22|
79.6.9_V2002|79.69|Sbrigliamento di frattura esposta di altro osso specificato|Sbrigliamento di frattura esposta di altro osso specificato|C|0|1|||Sbrigliamento di frattura esposta di altro osso specificato||22/04/2010 10:22|
79.7_V2002|79.7|Riduzione incruenta di lussazione|Riduzione incruenta di lussazione|S|0|1|||Riduzione incruenta di lussazione||22/04/2010 10:22|
79.7.0_V2002|79.70|Riduzione incruenta di lussazione in sede non specificata|Riduzione incruenta di lussazione in sede non specificata|C|0|1|||Riduzione incruenta di lussazione in sede non specificata||22/04/2010 10:22|
79.7.1_V2002|79.71|Riduzione incruenta di lussazione della spalla|Riduzione incruenta di lussazione della spalla|C|0|1|||Riduzione incruenta di lussazione della spalla||22/04/2010 10:22|
79.7.2_V2002|79.72|Riduzione incruenta di lussazione del gomito|Riduzione incruenta di lussazione del gomito|C|0|1|||Riduzione incruenta di lussazione del gomito||22/04/2010 10:22|
79.7.3_V2002|79.73|Riduzione incruenta di lussazione del polso|Riduzione incruenta di lussazione del polso|C|0|1|||Riduzione incruenta di lussazione del polso||22/04/2010 10:22|
79.7.4_V2002|79.74|Riduzione incruenta di lussazione della mano e delle dita della mano|Riduzione incruenta di lussazione della mano e delle dita della mano|C|0|1|||Riduzione incruenta di lussazione della mano e delle dita della mano||22/04/2010 10:22|
79.7.5_V2002|79.75|Riduzione incruenta di lussazione dell'anca|Riduzione incruenta di lussazione dell'anca|C|0|1|||Riduzione incruenta di lussazione dell'anca||22/04/2010 10:22|
79.7.6_V2002|79.76|Riduzione incruenta di lussazione del ginocchio|Riduzione incruenta di lussazione del ginocchio|C|0|1|||Riduzione incruenta di lussazione del ginocchio||22/04/2010 10:22|
79.7.7_V2002|79.77|Riduzione incruenta di lussazione della caviglia|Riduzione incruenta di lussazione della caviglia|C|0|1|||Riduzione incruenta di lussazione della caviglia||22/04/2010 10:22|
79.7.8_V2002|79.78|Riduzione incruenta di lussazione del piede e delle dita del piede|Riduzione incruenta di lussazione del piede e delle dita del piede|C|0|1|||Riduzione incruenta di lussazione del piede e delle dita del piede||22/04/2010 10:22|
79.7.9_V2002|79.79|Riduzione incruenta di lussazione in altra sede specificata|Riduzione incruenta di lussazione in altra sede specificata|C|0|1|||Riduzione incruenta di lussazione in altra sede specificata||22/04/2010 10:22|
79.8_V2002|79.8|Riduzione cruenta di lussazione|Riduzione cruenta di lussazione|S|0|1|||Riduzione cruenta di lussazione||22/04/2010 10:22|
79.8.0_V2002|79.80|Riduzione cruenta di lussazione in sede non specificata|Riduzione cruenta di lussazione in sede non specificata|C|0|1|||Riduzione cruenta di lussazione in sede non specificata||22/04/2010 10:22|
79.8.1_V2002|79.81|Riduzione cruenta di lussazione della spalla|Riduzione cruenta di lussazione della spalla|C|0|1|||Riduzione cruenta di lussazione della spalla||22/04/2010 10:22|
79.8.2_V2002|79.82|Riduzione cruenta di lussazione del gomito|Riduzione cruenta di lussazione del gomito|C|0|1|||Riduzione cruenta di lussazione del gomito||22/04/2010 10:22|
79.8.3_V2002|79.83|Riduzione cruenta di lussazione del polso|Riduzione cruenta di lussazione del polso|C|0|1|||Riduzione cruenta di lussazione del polso||22/04/2010 10:22|
79.8.4_V2002|79.84|Riduzione cruenta di lussazione della mano e delle dita della mano|Riduzione cruenta di lussazione della mano e delle dita della mano|C|0|1|||Riduzione cruenta di lussazione della mano e delle dita della mano||22/04/2010 10:22|
79.8.5_V2002|79.85|Riduzione cruenta di lussazione dell'anca|Riduzione cruenta di lussazione dell'anca|C|0|1|||Riduzione cruenta di lussazione dell'anca||22/04/2010 10:22|
79.8.6_V2002|79.86|Riduzione cruenta di lussazione del ginocchio|Riduzione cruenta di lussazione del ginocchio|C|0|1|||Riduzione cruenta di lussazione del ginocchio||22/04/2010 10:22|
79.8.7_V2002|79.87|Riduzione cruenta di lussazione della caviglia|Riduzione cruenta di lussazione della caviglia|C|0|1|||Riduzione cruenta di lussazione della caviglia||22/04/2010 10:22|
